_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,TIPO OBJETO,AÇÃO OBJETO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL,TIPO,MARCA,MODELO,COR VEÍCULO
17173,59088980,2025-08-09T00:00:00,02:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM CAMBURI,S/I,VIA PÚBLICA,S/I,APPLE,IPHONE 12 PRO,S/I
17174,59090121,2025-08-09T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,LINHARES,ARACA,S/I,VIA PÚBLICA,S/I,MOTOROLA,E35,S/I
17175,59090982,2025-08-09T00:00:00,06:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,CACHOEIRO DE ITAPEMIRIM,SANTA CECILIA,RUA SEBASTIÃO PEREIRA,VIA PÚBLICA,MOTOCICLETA,HONDA,BIZ 125,BRANCO
17176,59091444,2025-08-09T00:00:00,17:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,SERRA,CARAPINA,S/I,VIA PÚBLICA,S/I,MOTOROLA,MOTO G24 GRAFITE,S/I
17177,59091520,2025-08-09T00:00:00,19:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VIANA,OUTRO LOCAL,NAO INFORMADO,VIA PÚBLICA,S/I,XIAOMI,REDIMI A3,S/I
17178,59091790,2025-08-09T00:00:00,20:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,TAQUARA I,S/I,VIA PÚBLICA,S/I,MOTOROLA,G52,S/I
17179,59091790,2025-08-09T00:00:00,20:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,TAQUARA I,S/I,VIA PÚBLICA,S/I,MOTOROLA,E24,S/I
17180,59092530,2025-08-09T00:00:00,21:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,ARACRUZ,SAO MARCOS,PARQUE DE EXPOSIÇÕES DE ARACRUZ,CASA DE SHOW/EVENTOS,S/I,MOTOROLA,S/I,S/I
17181,59092753,2025-08-09T00:00:00,10:15:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,AV SANTA LEOPOLDINA,VIA PÚBLICA,S/I,SCHWINN,eagle,S/I
17182,59097076,2025-08-09T00:00:00,20:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,JARDIM BELA VISTA,RUA DEZ,VIA PÚBLICA,S/I,OUTROS,Y29 4G 256GB EXPRESSO BROWN,S/I
17183,59098256,2025-08-09T00:00:00,13:55:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,PIUMA,NITEROI,ROD. DO SOL,VIA PÚBLICA,S/I,krw,K3.0,S/I
17184,59098369,2025-08-09T00:00:00,14:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM OUTRAS INSTITUIÇÕES,ES,ARACRUZ,BARRA DO SAHY,RODOVIA ES 010 X KM 56,INDUSTRIA,S/I,XIAOMI,REDMI NOTE 14,S/I
17185,59100032,2025-08-09T00:00:00,15:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,MATA DA PRAIA,AV DANTE MICHELINI,VIA PÚBLICA,S/I,SAMSUNG,A55,S/I
17186,59100104,2025-08-09T00:00:00,08:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,ZONA RURAL,BR 101,RODOVIA FEDERAL,S/I,MOTOROLA,EDGE 50,S/I
17187,59101457,2025-08-09T00:00:00,20:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,BARRA DE SAO FRANCISCO,BAIRRO NOVA BARRA,RUA ABEL PRUDENTE DA SILVA,VIA PÚBLICA,S/I,MOTOROLA,MOTO G7,S/I
17188,59108423,2025-08-09T00:00:00,21:20:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,MATA DA PRAIA,AVENIDA DANTE MICHELINE,VIA PÚBLICA,S/I,CALOI,ELITE CARBON SPORT,S/I
17189,59110682,2025-08-09T00:00:00,07:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ANDORINHAS,AV. FERNANDO FERRARI,VIA PÚBLICA,S/I,MOTOROLA,MOTO G 34 5G,S/I
17190,59116906,2025-08-09T00:00:00,10:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,CACHOEIRO DE ITAPEMIRIM,CENTRO,RUA BERNARDO HORTA,VIA PÚBLICA,S/I,MOTOROLA,G15,S/I
17191,59117235,2025-08-09T00:00:00,23:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,VIANA,BOM PASTOR,S/I,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 125,VERMELHO
17192,59118216,2025-08-09T00:00:00,19:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CAMPINA GRANDE,RUA UM AMOR,RESIDÊNCIA,S/I,APPLE,IPHONE 13,S/I
17193,59118216,2025-08-09T00:00:00,19:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CAMPINA GRANDE,RUA UM AMOR,RESIDÊNCIA,S/I,SAMSUNG,SAMSUNG A15,S/I
17194,59143169,2025-08-09T00:00:00,13:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,SERRA,LARANJEIRAS VELHA,BECO 6,VIA PÚBLICA,S/I,XIAOMI,REDMI NOTE 14,S/I
17195,59147157,2025-08-09T00:00:00,19:36:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO FRANCISCO,AVENIDA MARIO GURGEL,COMÉRCIO,S/I,SAMSUNG,GALAXY A25 5G AZUL ESCURO 256G,S/I
17196,59147157,2025-08-09T00:00:00,19:36:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO FRANCISCO,AVENIDA MARIO GURGEL,COMÉRCIO,S/I,SAMSUNG,GALAXY A26 5G PRETO 256G,S/I
17197,59147157,2025-08-09T00:00:00,19:36:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO FRANCISCO,AVENIDA MARIO GURGEL,COMÉRCIO,S/I,SAMSUNG,GALAXY A56 5G PRETO 128G,S/I
17198,59147157,2025-08-09T00:00:00,19:36:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO FRANCISCO,AVENIDA MARIO GURGEL,COMÉRCIO,S/I,SAMSUNG,GALAXY A36 5G PRETO 256G,S/I
17199,59147157,2025-08-09T00:00:00,19:36:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO FRANCISCO,AVENIDA MARIO GURGEL,COMÉRCIO,S/I,SAMSUNG,GALAXY A36 5G PRETO 128G,S/I
17200,59152717,2025-08-09T00:00:00,00:45:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM DA PENHA,RUA ARTHUR CZARTORYSKI,VIA PÚBLICA,S/I,APPLE,IPHONE 11,S/I
17201,59152717,2025-08-09T00:00:00,00:45:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM DA PENHA,RUA ARTHUR CZARTORYSKI,VIA PÚBLICA,S/I,APPLE,IPHONE 14 PRO,S/I
17202,59164268,2025-08-09T00:00:00,20:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,PONTAL DE CAMBURI,AVENIDA DANTE MICHELINE,VIA PÚBLICA,S/I,APPLE,IPHONE 14,S/I
17203,59087468,2025-09-09T00:00:00,02:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VALERIO,SANTA RITA,RUA BENEDITO ALVES SOARES,RESIDÊNCIA,MOTOCICLETA,HONDA,NXR 160 BROS,VERMELHO
17204,59087758,2025-09-09T00:00:00,05:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,COLATINA,SANTA MONICA,RUA NIVALDO GOMES GUIMARAES,VIA PÚBLICA,S/I,XIAOMI,REDMI,S/I
17205,59088369,2025-09-09T00:00:00,10:38:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,ARACRUZ,JACUPEMBA,ZONA RURAL MORRO DO XAVIER,OUTRO LOCAL,MOTOCICLETA,HONDA,CG 125 FAN KS,ROXO
17206,59088424,2025-09-09T00:00:00,09:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,SANTA BARBARA,RUA: HORIZONTE FELIZ,VIA PÚBLICA,S/I,APPLE,IPHONE 11,S/I
17207,59088584,2025-09-09T00:00:00,07:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VILA CAJUEIRO,RUA: PICA PAU,VIA PÚBLICA,S/I,APPLE,IPHONE X,S/I
17208,59089014,2025-09-09T00:00:00,07:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,CARIACICA,NOVA ROSA DA PENHA,RUA VASCOLANDIA,VIA PÚBLICA,S/I,XIAOMI,C61,S/I
17209,59089014,2025-09-09T00:00:00,07:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,CARIACICA,NOVA ROSA DA PENHA,RUA VASCOLANDIA,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 TITAN,VERMELHO
17210,59089130,2025-09-09T00:00:00,06:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,SANTA LUCIA,ALAMEDA MARY UBIRAJARA,HOSPITAL,S/I,APPLE,IPHONE 16 PRO,S/I
17211,59089284,2025-09-09T00:00:00,10:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,ARACRUZ,JACUPEMBA,SÍTIO LARANJEIRAS,VIA PÚBLICA,S/I,XIAOMI,REDMI NOTE 11 PRO,S/I
17212,59089284,2025-09-09T00:00:00,10:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,ARACRUZ,JACUPEMBA,SÍTIO LARANJEIRAS,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 125 FAN,ROXO
17213,59090436,2025-09-09T00:00:00,11:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ILHA DE SANTA MARIA,S/I,VIA PÚBLICA,S/I,MOTOROLA,MOTO G05,S/I
17214,59090494,2025-09-09T00:00:00,01:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM CAMBURI,RUA DI,VIA PÚBLICA,S/I,XIAOMI,NOTE 11 PRO 5 G,S/I
17215,59090494,2025-09-09T00:00:00,01:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM CAMBURI,RUA DI,VIA PÚBLICA,S/I,SAMSUNG,S 24 ULTRA,S/I
17216,59090740,2025-09-09T00:00:00,12:15:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,MARATAIZES,BARRA DE ITAPEMIRIM,RUA DES AYRTON LEMOS FILHO,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A54 5G,S/I
17217,59091058,2025-09-09T00:00:00,15:11:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SOORETAMA,CENTRO,NAO CADASTRADA,VIA PÚBLICA,S/I,XIAOMI,POCO X,S/I
17218,59091262,2025-09-09T00:00:00,10:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,COLATINA,SAO SILVANO,AV SILVIO AVIDOS,COMÉRCIO,S/I,XIAOMI,REDMI 14 C,S/I
17219,59091309,2025-09-09T00:00:00,12:05:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM TRANSPORTE COLETIVO,ES,CARIACICA,CAMPINA GRANDE,S/I,TRANSP COLETIVO,S/I,SAMSUNG,S/I,S/I
17220,59091317,2025-09-09T00:00:00,12:10:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,CARIACICA,JARDIM AMERICA,TERMINAL JARDIM AMÉRICA,TRANSP COLETIVO,S/I,SAMSUNG,S 20 FE,S/I
17221,59091321,2025-09-09T00:00:00,01:20:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,SERRA,PLANALTO SERRANO,AV. VITÓRIA,RESIDÊNCIA,S/I,SAMSUNG,GALAXY A 14 - 4GB,S/I
17222,59091884,2025-09-09T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,CANIVETE,AV SAO PAULO,OUTRO LOCAL,S/I,SAMSUNG,GALAXY A06,S/I
17223,59092017,2025-09-09T00:00:00,15:45:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SERRA,MORADA DE LARANJEIRAS,RUA ROUXINOL,VIA PÚBLICA,MOTOCICLETA,HONDA,CB 300CC,CINZA
17224,59092750,2025-09-09T00:00:00,11:43:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,ARIBIRI,AV JERONIMO MONTEIRO,VIA PÚBLICA,S/I,MONARK,MONARK,S/I
17225,59092750,2025-09-09T00:00:00,11:43:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,ARIBIRI,AV JERONIMO MONTEIRO,VIA PÚBLICA,S/I,XIAOMI,REDMI NOTE 14,S/I
17226,59092995,2025-09-09T00:00:00,12:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,DIVINO ESPIRITO SANTO,RUA LUCIANO DAS NEVES,TRANSP COLETIVO,S/I,SAMSUNG,SM-A325M/DS,S/I
17227,59093217,2025-09-09T00:00:00,14:03:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,GUARAPARI,CENTRO,AV DAVINO MATTOS,VIA PÚBLICA,S/I,KSW,ksw,S/I
17228,59093236,2025-09-09T00:00:00,12:30:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: CICLOMOTOR,ES,SERRA,JARDIM LIMOEIRO,RUA NELCY LOPES VIEIRA,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 START,AZUL
17229,59093489,2025-09-09T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SERRA,PARQUE JACARAIPE,S/I,VIA PÚBLICA,MOTOCICLETA,HONDA,XRE 300,CINZA
17230,59093661,2025-09-09T00:00:00,19:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,SANTO ANDRE,RUA: DOS LIRIOS,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A15,S/I
17231,59093956,2025-09-09T00:00:00,19:30:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,LINHARES,MOVELAR,ROD BR 101,COMÉRCIO,CICLOMOTOR,HONDA,BIZ 125 EX,VERMELHO
17232,59093959,2025-09-09T00:00:00,19:00:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,NOSSA SENHORA DA PENHA,AV CARLOS LINDENBERG,VIA PÚBLICA,S/I,INOW,v20,S/I
17233,59094028,2025-09-09T00:00:00,18:30:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: CICLOMOTOR,ES,VILA VELHA,RIO MARINHO,S/I,VIA PÚBLICA,MOTOCICLETA,HONDA,SAHARA,CINZA
17234,59094246,2025-09-09T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SERRA,CIVIT II,RUA 1A,VIA PÚBLICA,MOTOCICLETA,HONDA,NXR160 BROS ESD,PRETO
17235,59094480,2025-09-09T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,SERRA,NOVA CARAPINA I,AV BELO HORIZONTE,RESIDÊNCIA,S/I,SAMSUNG,A06,S/I
17236,59094635,2025-09-09T00:00:00,20:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR: PARTICULAR,ES,PEDRO CANARIO,ZONA RURAL,ROD ES 209,RODOVIA ESTADUAL,AUTOMÓVEL,GM / CHEVROLET,MONTANA,BRANCO
